NodeNum,Inst,SEQ,Method,FlexLex,CP,Obj,Time,sel
15,15-PatPS_1101_6065_2_3_2_2,1101,TI,H,18.51,20.98,1.386,11_9
15,15-PatPS_1102_6439_1_2_1_1,1102,TI,L,63.23,68.69,2.825,8
15,15-PatPS_1103_6439_2_3_2_2,1103,TI,H,22.169998,38.35,4.558,8_11
15,15-PatPS_1104_6879_1_2_1_1,1104,TI,L,47.979996,68.52,3.848,9
15,15-PatPS_1105_6879_2_3_2_2,1105,TI,H,29.759998,29.76,1.267,14_0
15,15-PatPS_1106_6458_1_2_1_1,1106,TI,L,65.71001,70.71,2.291,7
15,15-PatPS_1107_6458_2_3_2_2,1107,TI,H,19.02,25.5,3.455,9_0
15,15-PatPS_1108_6650_1_2_1_1,1108,TI,L,43.539997,56.35,5.917,1
15,15-PatPS_1109_6650_2_3_2_2,1109,TI,H,30.05,40.03,2.985,7_13
15,15-PatPS_1110_6275_1_2_1_1,1110,TI,L,51.38,52.37,1.929,9
15,15-PatPS_1111_6275_2_3_2_2,1111,TI,H,31.750002,37.91,3.049,7_5
15,15-PatPS_1112_6463_1_2_1_1,1112,TI,L,71.13,77.12,2.473,7
15,15-PatPS_1113_6463_2_3_2_2,1113,TI,H,29.83,35.72,2.06,7_11
15,15-PatPS_1114_6609_1_2_1_1,1114,TI,L,30.65,33.47,1.203,2
15,15-PatPS_1115_6609_2_3_2_2,1115,TI,H,7.9799995,10.56,0.86,4_2
15,15-PatPS_1116_6460_1_2_1_1,1116,TI,L,31.259998,36.86,3.783,6
15,15-PatPS_1117_6460_2_3_2_2,1117,TI,H,14.45,20.76,3.436,3_13
15,15-PatPS_1118_6185_1_2_1_1,1118,TI,L,58.719997,60.12,1.677,5
15,15-PatPS_1119_6185_2_3_2_2,1119,TI,H,20.71,33.14,3.382,10_15
15,15-PatPS_1120_6165_1_2_1_1,1120,TI,L,54.380005,67.17,8.81,11
15,15-PatPS_1121_6165_2_3_2_2,1121,TI,H,22.27,26.35,2.987,3_11
15,15-PatPS_1122_6932_1_2_1_1,1122,TI,L,60.049995,66.72,1.949,14
15,15-PatPS_1123_6932_2_3_2_2,1123,TI,H,19.13,29.32,4.424,10_8
15,15-PatPS_1124_6858_1_2_1_1,1124,TI,L,54.649994,61.1,1.779,15
15,15-PatPS_1125_6858_2_3_2_2,1125,TI,H,26.39,29.16,1.75,15_8
15,15-PatPS_1126_6306_1_2_1_1,1126,TI,L,34.93,44.47,2.216,8
15,15-PatPS_1127_6306_2_3_2_2,1127,TI,H,22.400002,30.89,2.077,15_11
15,15-PatPS_1128_6877_1_2_1_1,1128,TI,L,51.8,53.94,1.897,5
15,15-PatPS_1129_6877_2_3_2_2,1129,TI,H,24.73,29.87,1.652,15_0
15,15-PatPS_1130_6040_1_2_1_1,1130,TI,L,46.450005,46.45,1.374,14
15,15-PatPS_1131_6040_2_3_2_2,1131,TI,H,19.970001,22.29,1.489,6_15
15,15-PatPS_1132_6391_1_2_1_1,1132,TI,L,33.14,43.02,6.645,3
15,15-PatPS_1133_6391_2_3_2_2,1133,TI,H,13.04,18.97,4.149,5_12
15,15-PatPS_1134_6849_1_2_1_1,1134,TI,L,56,58.21,3.149,3
15,15-PatPS_1135_6849_2_3_2_2,1135,TI,H,20.06,28.05,4.292,7_0
15,15-PatPS_1136_6457_1_2_1_1,1136,TI,L,59.37,62.88,2.319,4
15,15-PatPS_1137_6457_2_3_2_2,1137,TI,H,9.88,18.11,2.363,4_10
15,15-PatPS_1138_6224_1_2_1_1,1138,TI,L,66.2,67.27,2.149,4
15,15-PatPS_1139_6224_2_3_2_2,1139,TI,H,30.230003,30.23,1.785,4_0
15,15-PatPS_1140_6514_1_2_1_1,1140,TI,L,45.389996,55.9,5.261,1
15,15-PatPS_1141_6514_2_3_2_2,1141,TI,H,26.46,30.02,2.015,14_11
15,15-PatPS_1142_6248_1_2_1_1,1142,TI,L,53.43,53.43,1.5,14
15,15-PatPS_1143_6248_2_3_2_2,1143,TI,H,34.67,34.67,2.296,11_14
15,15-PatPS_1144_6752_1_2_1_1,1144,TI,L,62.730003,62.73,1.661,13
15,15-PatPS_1145_6752_2_3_2_2,1145,TI,H,31.369999,31.71,1.522,13_9
15,15-PatPS_1146_6321_1_2_1_1,1146,TI,L,46.82,47.84,2.62,8
15,15-PatPS_1147_6321_2_3_2_2,1147,TI,H,13.690001,18.31,1.892,3_8
15,15-PatPS_1148_6419_1_2_1_1,1148,TI,L,43.68,53.26,4.238,6
15,15-PatPS_1149_6419_2_3_2_2,1149,TI,H,14.9800005,21.56,4.016,13_6
15,15-PatPS_1150_6532_1_2_1_1,1150,TI,L,53.09,54.74,2.196,14
15,15-PatPS_1151_6532_2_3_2_2,1151,TI,H,24.810001,33.61,2.48,5_14
15,15-PatPS_1152_6302_1_2_1_1,1152,TI,L,42.6,53.16,3.796,3
15,15-PatPS_1153_6302_2_3_2_2,1153,TI,H,14.25,16.68,2.257,3_0
15,15-PatPS_1154_6189_1_2_1_1,1154,TI,L,45.96,67.88,10.477,2
15,15-PatPS_1155_6189_2_3_2_2,1155,TI,H,31.68,41.34,3.698,2_12
15,15-PatPS_1156_6668_1_2_1_1,1156,TI,L,61.629997,64.62,1.881,10
15,15-PatPS_1157_6668_2_3_2_2,1157,TI,H,24.27,26.86,2.019,7_10
15,15-PatPS_1158_6804_1_2_1_1,1158,TI,L,42.620003,43.56,1.324,10
15,15-PatPS_1159_6804_2_3_2_2,1159,TI,H,28.95,29.79,1.983,10_0
15,15-PatPS_1160_6614_1_2_1_1,1160,TI,L,51.11,66.69,5.312,7
15,15-PatPS_1161_6614_2_3_2_2,1161,TI,H,35.75,42.6,2.059,13_9
15,15-PatPS_1162_6451_1_2_1_1,1162,TI,L,58.33,78.69,3.478,3
15,15-PatPS_1163_6451_2_3_2_2,1163,TI,H,23.11,43.72,4.329,3_6
15,15-PatPS_1164_6917_1_2_1_1,1164,TI,L,43.42,51.16,5.272,1
15,15-PatPS_1165_6917_2_3_2_2,1165,TI,H,22.81,28.5,2.752,10_0
15,15-PatPS_1166_6175_1_2_1_1,1166,TI,L,32.950005,36.9,6.229,6
15,15-PatPS_1167_6175_2_3_2_2,1167,TI,H,17.59,18.52,1.65,11_15
15,15-PatPS_1168_6642_1_2_1_1,1168,TI,L,36.59,53.31,8.883,4
15,15-PatPS_1169_6642_2_3_2_2,1169,TI,H,11.72,21.43,2.809,10_12
15,15-PatPS_1170_6548_1_2_1_1,1170,TI,L,41.49,43.03,2.378,3
15,15-PatPS_1171_6548_2_3_2_2,1171,TI,H,8.38,18.54,3.646,8_0
15,15-PatPS_1172_6684_1_2_1_1,1172,TI,L,43.390003,43.39,1.736,13
15,15-PatPS_1173_6684_2_3_2_2,1173,TI,H,11.610001,16.17,2.128,13_14
15,15-PatPS_1174_6960_1_2_1_1,1174,TI,L,41.78,55.17,3.31,8
15,15-PatPS_1175_6960_2_3_2_2,1175,TI,H,16.720001,24.96,5.6,4_0
15,15-PatPS_1176_6351_1_2_1_1,1176,TI,L,42.44,50.92,6.945,2
15,15-PatPS_1177_6351_2_3_2_2,1177,TI,H,21.08,28.13,2.333,10_12
15,15-PatPS_1178_6434_1_2_1_1,1178,TI,L,43.42,48.9,2.211,10
15,15-PatPS_1179_6434_2_3_2_2,1179,TI,H,24.39,32.27,2.473,7_12
15,15-PatPS_1180_6868_1_2_1_1,1180,TI,L,43.93,50.17,2.354,1
15,15-PatPS_1181_6868_2_3_2_2,1181,TI,H,14.18,15.37,2.115,3_0
15,15-PatPS_1182_6150_1_2_1_1,1182,TI,L,35.879997,43.82,5.107,14
15,15-PatPS_1183_6150_2_3_2_2,1183,TI,H,6.59,12.62,1.518,14_7
15,15-PatPS_1184_6543_1_2_1_1,1184,TI,L,56.09,56.09,1.402,13
15,15-PatPS_1185_6543_2_3_2_2,1185,TI,H,20.77,23.09,1.998,13_8
15,15-PatPS_1186_6600_1_2_1_1,1186,TI,L,48.010002,52.15,2.337,6
15,15-PatPS_1187_6600_2_3_2_2,1187,TI,H,16.86,21.01,2.649,3_11
15,15-PatPS_1188_6949_1_2_1_1,1188,TI,L,56.3,64.21,2.636,3
15,15-PatPS_1189_6949_2_3_2_2,1189,TI,H,12.35,20.99,1.89,8_0
15,15-PatPS_1190_6690_1_2_1_1,1190,TI,L,51.74,57.75,2.054,9
15,15-PatPS_1191_6690_2_3_2_2,1191,TI,H,26.78,31.94,2.181,14_13
15,15-PatPS_1192_6020_1_2_1_1,1192,TI,L,52.38,57.38,5.144,10
15,15-PatPS_1193_6020_2_3_2_2,1193,TI,H,19.71,20.69,1.836,10_0
15,15-PatPS_1194_6970_1_2_1_1,1194,TI,L,58.85,74.57,5.261,3
15,15-PatPS_1195_6970_2_3_2_2,1195,TI,H,21.08,34.5,3.729,3_8
15,15-PatPS_1196_6539_1_2_1_1,1196,TI,L,41.089996,44.77,3.437,3
15,15-PatPS_1197_6539_2_3_2_2,1197,TI,H,12.15,15.43,2.158,2_7
15,15-PatPS_1198_6481_1_2_1_1,1198,TI,L,53.98,54.6,1.818,6
15,15-PatPS_1199_6481_2_3_2_2,1199,TI,H,23.82,24.75,1.777,6_0
15,15-PatPS_1200_6474_1_2_1_1,1200,TI,L,47.59,60.19,6.746,9
15,15-PatPS_1201_6474_2_3_2_2,1201,TI,H,11.42,20.33,3.648,14_12
15,15-PatPS_1202_6135_1_2_1_1,1202,TI,L,40.7,50.18,6.304,1
15,15-PatPS_1203_6135_2_3_2_2,1203,TI,H,17.2,18.15,1.76,15_12
15,15-PatPS_1204_6087_1_2_1_1,1204,TI,L,68.45,75.26,6.879,2
15,15-PatPS_1205_6087_2_3_2_2,1205,TI,H,21.439999,23.48,2.652,5_0
15,15-PatPS_1206_6026_1_2_1_1,1206,TI,L,49.62,55.23,2.653,11
15,15-PatPS_1207_6026_2_3_2_2,1207,TI,H,24.25,25.38,1.678,11_0
15,15-PatPS_1208_6366_1_2_1_1,1208,TI,L,47.46,52.27,2.087,9
15,15-PatPS_1209_6366_2_3_2_2,1209,TI,H,18.98,21.2,1.87,10_12
15,15-PatPS_1210_6328_1_2_1_1,1210,TI,L,49.94,49.94,2.21,15
15,15-PatPS_1211_6328_2_3_2_2,1211,TI,H,15.71,21.54,2.113,7_15
15,15-PatPS_1212_6204_1_2_1_1,1212,TI,L,57.4,59.79,3.49,13
15,15-PatPS_1213_6204_2_3_2_2,1213,TI,H,20.99,25.04,2.7,14_0
15,15-PatPS_1214_6037_1_2_1_1,1214,TI,L,53.81,55.46,1.694,15
15,15-PatPS_1215_6037_2_3_2_2,1215,TI,H,28.9,33.95,3.045,15_9
15,15-PatPS_1216_6624_1_2_1_1,1216,TI,L,41.530003,42.68,2.603,5
15,15-PatPS_1217_6624_2_3_2_2,1217,TI,H,15.92,23.01,2.455,5_10
15,15-PatPS_1218_6448_1_2_1_1,1218,TI,L,54.329994,60.18,4.408,3
15,15-PatPS_1219_6448_2_3_2_2,1219,TI,H,19.55,24.7,2.656,3_15
15,15-PatPS_1220_6604_1_2_1_1,1220,TI,L,46.28,55.19,3.206,11
15,15-PatPS_1221_6604_2_3_2_2,1221,TI,H,9.849999,17.2,2.765,11_13
15,15-PatPS_1222_6265_1_2_1_1,1222,TI,L,49.74,63.97,6.127,12
15,15-PatPS_1223_6265_2_3_2_2,1223,TI,H,19.47,32.64,4.942,10_12
15,15-PatPS_1224_6088_1_2_1_1,1224,TI,L,46.59,48.3,1.788,12
15,15-PatPS_1225_6088_2_3_2_2,1225,TI,H,11.440001,13.8,1.567,12_0
15,15-PatPS_1226_6188_1_2_1_1,1226,TI,L,56.43,69.34,4.36,13
15,15-PatPS_1227_6188_2_3_2_2,1227,TI,H,19.43,31.9,3.052,14_13
15,15-PatPS_1228_6249_1_2_1_1,1228,TI,L,51.51,52.51,3.063,8
15,15-PatPS_1229_6249_2_3_2_2,1229,TI,H,14.7,18.13,2.908,14_8
15,15-PatPS_1230_6649_1_2_1_1,1230,TI,L,39.73,46.25,2.299,6
15,15-PatPS_1231_6649_2_3_2_2,1231,TI,H,17.96,19.06,2.013,7_0
15,15-PatPS_1232_6659_1_2_1_1,1232,TI,L,56.33,60.21,3.356,13
15,15-PatPS_1233_6659_2_3_2_2,1233,TI,H,21.82,30.21,2.627,14_5
15,15-PatPS_1234_6863_1_2_1_1,1234,TI,L,47.629997,47.64,1.803,4
15,15-PatPS_1235_6863_2_3_2_2,1235,TI,H,19.41,20.76,2.647,7_9
15,15-PatPS_1236_6335_1_2_1_1,1236,TI,L,60.7,61.61,2.017,9
15,15-PatPS_1237_6335_2_3_2_2,1237,TI,H,19.35,27.12,3.03,9_11
15,15-PatPS_1238_6347_1_2_1_1,1238,TI,L,56.75999,56.77,1.928,8
15,15-PatPS_1239_6347_2_3_2_2,1239,TI,H,30.210001,33.96,2.592,8_12
15,15-PatPS_1240_6154_1_2_1_1,1240,TI,L,45.309998,53.04,2.796,10
15,15-PatPS_1241_6154_2_3_2_2,1241,TI,H,22.720001,22.72,2.284,11_12
15,15-PatPS_1242_6258_1_2_1_1,1242,TI,L,48.58,51.68,2.917,3
15,15-PatPS_1243_6258_2_3_2_2,1243,TI,H,18.84,22.92,1.987,3_10
15,15-PatPS_1244_6516_1_2_1_1,1244,TI,L,44.41,60.41,5.453,6
15,15-PatPS_1245_6516_2_3_2_2,1245,TI,H,9.910001,17.68,2.361,6_15
15,15-PatPS_1246_6484_1_2_1_1,1246,TI,L,52.700005,52.7,1.95,15
15,15-PatPS_1247_6484_2_3_2_2,1247,TI,H,19.89,21.11,2.223,15_9
15,15-PatPS_1248_6079_1_2_1_1,1248,TI,L,41.010002,45.73,2.056,2
15,15-PatPS_1249_6079_2_3_2_2,1249,TI,H,16.71,17.68,1.908,9_0
15,15-PatPS_1250_6652_1_2_1_1,1250,TI,L,41.129997,52.77,7.788,3
15,15-PatPS_1251_6652_2_3_2_2,1251,TI,H,15.63,24.45,5.102,6_8
15,15-PatPS_1252_6965_1_2_1_1,1252,TI,L,56.68,66.89,4.017,5
15,15-PatPS_1253_6965_2_3_2_2,1253,TI,H,20.36,30.42,1.791,4_12
15,15-PatPS_1254_6857_1_2_1_1,1254,TI,L,42.780003,48.22,2.858,5
15,15-PatPS_1255_6857_2_3_2_2,1255,TI,H,20.72,22.65,1.905,6_15
15,15-PatPS_1256_6015_1_2_1_1,1256,TI,L,63.539997,73.34,5.837,3
15,15-PatPS_1257_6015_2_3_2_2,1257,TI,H,26.210001,33.63,3.557,3_0
15,15-PatPS_1258_6436_1_2_1_1,1258,TI,L,49.48,51.51,2.219,2
15,15-PatPS_1259_6436_2_3_2_2,1259,TI,H,14.58,22.22,2.492,3_0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30,30-PatPS_061_13_1_4_3_2_3,61,TI,H,11.5,26.3,283.863,30_14_20_11
30,30-PatPS_062_13_10_2_2_2_1,62,TI,L,35.53,54.02,253.239,26_19
30,30-PatPS_063_13_10_4_3_2_3,63,TI,H,18.78,24.98,5.172,26_17_0_23
,,,,,,,,
30,30-PatPS_065_13_2_4_3_2_3,65,TI,H,24.68,31.77,21.131,17_0_23_24
,,,,,,,,
30,30-PatPS_067_13_3_4_3_2_3,67,TI,H,33.53,37.93,4.896,10_0_11_17
30,30-PatPS_068_13_4_2_2_2_1,68,TI,L,47.54,68.11,6174.667,14_15
30,30-PatPS_069_13_4_4_3_2_3,69,TI,H,35.09,45.18,18.534,6_14_19_0
,,,,,,,,
30,30-PatPS_071_13_5_4_3_2_3,71,TI,H,29.630001,30.91,9.436,13_27_16_28
,,,,,,,,
30,30-PatPS_073_13_6_4_3_2_3,73,TI,H,18.95,35.6,205.688,9_0_24_30
,,,,,,,,
30,30-PatPS_075_13_7_4_3_2_3,75,TI,H,17.94,39.93,690.436,15_7_13_25
30,30-PatPS_076_13_8_2_2_2_1,76,TI,L,49.050003,90.9,17532.531,11_24
30,30-PatPS_077_13_8_4_3_2_3,77,TI,H,32.39,47.56,49.87,11_28_16_22
,,,,,,,,
30,30-PatPS_079_13_9_4_3_2_3,79,TI,H,35.56,42.84,6.772,13_8_12_30
30,30-PatPS_080_14_1_2_2_2_1,80,TI,L,39.250004,42.1,4.039,14_0
30,30-PatPS_081_14_1_4_3_2_3,81,TI,H,29.089998,29.09,1.175,14_0_0_30
30,30-PatPS_082_14_10_2_2_2_1,82,TI,L,50.039997,53.53,3.662,26_11
30,30-PatPS_083_14_10_4_3_2_3,83,TI,H,25.85,25.85,2.229,27_26_11_23
30,30-PatPS_084_14_2_2_2_2_1,84,TI,L,43.17,43.17,5.727,11_22
30,30-PatPS_085_14_2_4_3_2_3,85,TI,H,28.02,29.32,3.693,11_23_26_22
30,30-PatPS_086_14_3_2_2_2_1,86,TI,L,55.12,55.12,3.079,11_0
30,30-PatPS_087_14_3_4_3_2_3,87,TI,H,23.55,30.66,5.183,18_10_0_0
30,30-PatPS_088_14_4_2_2_2_1,88,TI,L,38.83,43.61,25.444,15_0
30,30-PatPS_089_14_4_4_3_2_3,89,TI,H,21.67,27.03,8.043,12_4_22_13
30,30-PatPS_090_14_5_2_2_2_1,90,TI,L,46.5,48.27,2.705,5_28
30,30-PatPS_091_14_5_4_3_2_3,91,TI,H,15.2300005,19.61,4.423,21_22_28_0
30,30-PatPS_092_14_6_2_2_2_1,92,TI,L,32.95,32.95,1.534,13_0
30,30-PatPS_093_14_6_4_3_2_3,93,TI,H,19.36,22.9,1.16,14_21_0_27
30,30-PatPS_094_14_7_2_2_2_1,94,TI,L,40.079998,43.99,25.445,28_16
30,30-PatPS_095_14_7_4_3_2_3,95,TI,H,25.740002,27.79,4.329,28_0_26_0
30,30-PatPS_096_14_8_2_2_2_1,96,TI,L,37.420002,38,1.873,16_0
30,30-PatPS_097_14_8_4_3_2_3,97,TI,H,20.21,22.2,1.814,20_25_0_0
30,30-PatPS_098_14_9_2_2_2_1,98,TI,L,40.91,41.02,5.951,4_30
30,30-PatPS_099_14_9_4_3_2_3,99,TI,H,31.5,31.5,1.025,19_18_4_0
30,30-PatPS_100_15_1_2_2_2_1,100,TI,L,35.079998,35.09,1.173,11_19
30,30-PatPS_101_15_1_4_3_2_3,101,TI,H,33.89,33.89,1.258,11_16_26_0
30,30-PatPS_102_15_10_2_2_2_1,102,TI,L,52.629997,60.55,3.172,22_16
30,30-PatPS_103_15_10_4_3_2_3,103,TI,H,32.12,33.02,1.576,21_12_18_24
30,30-PatPS_104_15_2_2_2_2_1,104,TI,L,43.09,43.99,1.739,21_27
30,30-PatPS_105_15_2_4_3_2_3,105,TI,H,29.579998,29.58,1.474,10_0_24_13
30,30-PatPS_106_15_3_2_2_2_1,106,TI,L,39.13,39.13,0.968,5_30
30,30-PatPS_107_15_3_4_3_2_3,107,TI,H,25,27.04,1.409,10_21_16_23
30,30-PatPS_108_15_4_2_2_2_1,108,TI,L,36.32,36.32,1.513,12_11
30,30-PatPS_109_15_4_4_3_2_3,109,TI,H,17.94,18.83,1.311,19_11_21_28
30,30-PatPS_110_15_5_2_2_2_1,110,TI,L,56.67,56.67,20.118,30_8
30,30-PatPS_111_15_5_4_3_2_3,111,TI,H,25.25,35.14,5.782,30_28_23_29
30,30-PatPS_112_15_6_2_2_2_1,112,TI,L,44.010002,50.58,3.225,24_8
30,30-PatPS_113_15_6_4_3_2_3,113,TI,H,22.71,24,1.982,24_11_0_15
30,30-PatPS_114_15_7_2_2_2_1,114,TI,L,46.320004,46.32,1.358,6_11
30,30-PatPS_115_15_7_4_3_2_3,115,TI,H,26.02,29.42,1.326,6_18_26_24
30,30-PatPS_116_15_8_2_2_2_1,116,TI,L,44.18,46.17,2.503,25_26
30,30-PatPS_117_15_8_4_3_2_3,117,TI,H,22.66,22.66,1.289,18_12_10_28
30,30-PatPS_118_15_9_2_2_2_1,118,TI,L,37.39,46.11,3.381,6_25
30,30-PatPS_119_15_9_4_3_2_3,119,TI,H,21.14,27.45,1.962,19_25_29_0
30,30-PatPS_120_16_1_2_2_2_1,120,TI,L,41.87,41.87,1.175,6_30
30,30-PatPS_121_16_1_4_3_2_3,121,TI,H,25.93,25.93,0.858,12_0_30_0
30,30-PatPS_122_16_10_2_2_2_1,122,TI,L,45.13,45.13,1.343,10_13
30,30-PatPS_123_16_10_4_3_2_3,123,TI,H,25.49,26.85,1.926,12_8_19_0
30,30-PatPS_124_16_2_2_2_2_1,124,TI,L,39.620003,43.63,2.88,2_11
30,30-PatPS_125_16_2_4_3_2_3,125,TI,H,27.59,27.59,1.749,14_0_0_19
30,30-PatPS_126_16_3_2_2_2_1,126,TI,L,35.620003,35.62,1.637,5_24
30,30-PatPS_127_16_3_4_3_2_3,127,TI,H,18.91,18.91,1.533,22_0_19_24
30,30-PatPS_128_16_4_2_2_2_1,128,TI,L,38.6,38.6,1.435,8_15
30,30-PatPS_129_16_4_4_3_2_3,129,TI,H,13.54,16.9,1.533,13_24_0_21
30,30-PatPS_130_16_5_2_2_2_1,130,TI,L,44.12,44.12,1.737,26_9
30,30-PatPS_131_16_5_4_3_2_3,131,TI,H,18.529999,25.74,2.288,26_15_9_0
30,30-PatPS_132_16_6_2_2_2_1,132,TI,L,43.120003,43.12,1.082,9_16
30,30-PatPS_133_16_6_4_3_2_3,133,TI,H,25.66,25.66,1.28,9_16_25_24
30,30-PatPS_134_16_7_2_2_2_1,134,TI,L,26.710001,30.93,1.955,6_30
30,30-PatPS_135_16_7_4_3_2_3,135,TI,H,22.900002,25.62,1.743,14_20_17_26
30,30-PatPS_136_16_8_2_2_2_1,136,TI,L,46.480003,46.48,1.028,1_9
30,30-PatPS_137_16_8_4_3_2_3,137,TI,H,17.119999,21.33,1.45,13_0_21_22
30,30-PatPS_138_16_9_2_2_2_1,138,TI,L,37.07,37.07,0.98,3_5
30,30-PatPS_139_16_9_4_3_2_3,139,TI,H,24.67,24.67,1.075,10_0_13_24
30,30-PatPS_140_17_1_2_2_2_1,140,TI,L,36.85,55,8.644,28_0
30,30-PatPS_141_17_1_4_3_2_3,141,TI,H,26.26,32.72,1.504,28_0_0_23
30,30-PatPS_142_17_10_2_2_2_1,142,TI,L,67.46999,69.01,1.074,22_25
30,30-PatPS_143_17_10_4_3_2_3,143,TI,H,25.69,27.83,1.591,22_25_0_21
30,30-PatPS_144_17_2_2_2_2_1,144,TI,L,45.019997,52.61,3.249,6_9
30,30-PatPS_145_17_2_4_3_2_3,145,TI,H,27.890001,27.89,1.418,25_27_9_16
30,30-PatPS_146_17_3_2_2_2_1,146,TI,L,41.760002,52.52,2.571,8_9
30,30-PatPS_147_17_3_4_3_2_3,147,TI,H,31.48,35.98,2.013,11_20_0_23
30,30-PatPS_148_17_4_2_2_2_1,148,TI,L,33.34,44.61,5.637,2_4
30,30-PatPS_149_17_4_4_3_2_3,149,TI,H,20.37,29.28,2.708,2_4_20_24
30,30-PatPS_150_17_5_2_2_2_1,150,TI,L,32.38,42.73,5.502,5_29
30,30-PatPS_151_17_5_4_3_2_3,151,TI,H,20.04,29.5,1.327,7_8_14_25
30,30-PatPS_152_17_6_2_2_2_1,152,TI,L,42.66,47.12,2.363,21_10
30,30-PatPS_153_17_6_4_3_2_3,153,TI,H,23.59,29.87,1.007,6_20_21_0
30,30-PatPS_154_17_7_2_2_2_1,154,TI,L,34.27,51.01,3.98,11_27
30,30-PatPS_155_17_7_4_3_2_3,155,TI,H,21.04,30.39,2.244,25_0_0_27
30,30-PatPS_156_17_8_2_2_2_1,156,TI,L,50.6,52.22,1.149,5_19
30,30-PatPS_157_17_8_4_3_2_3,157,TI,H,29.23,31.38,0.908,5_30_13_27
30,30-PatPS_158_17_9_2_2_2_1,158,TI,L,36.08,43.78,2.789,27_25
30,30-PatPS_159_17_9_4_3_2_3,159,TI,H,18.34,21.91,0.964,27_21_0_25
30,30-PatPS_160_18_1_2_2_2_1,160,TI,L,44.429996,51.32,1.26,5_21
30,30-PatPS_161_18_1_4_3_2_3,161,TI,H,30.189999,30.19,1.211,8_0_21_0
30,30-PatPS_162_18_10_2_2_2_1,162,TI,L,37.33,41.35,2.861,29_13
30,30-PatPS_163_18_10_4_3_2_3,163,TI,H,27.42,27.42,1.193,29_0_24_19
30,30-PatPS_164_18_2_2_2_2_1,164,TI,L,53.62,56.61,1.812,14_15
30,30-PatPS_165_18_2_4_3_2_3,165,TI,H,24.33,31.45,2.523,27_26_30_23
30,30-PatPS_166_18_3_2_2_2_1,166,TI,L,47.9,47.9,1.154,8_29
30,30-PatPS_167_18_3_4_3_2_3,167,TI,H,18.24,24.67,1.298,10_7_27_26
30,30-PatPS_168_18_4_2_2_2_1,168,TI,L,60.510002,60.51,1.721,3_8
30,30-PatPS_169_18_4_4_3_2_3,169,TI,H,38.629997,44.18,1.792,3_23_18_25
30,30-PatPS_170_18_5_2_2_2_1,170,TI,L,38.35,45.17,2.672,20_13
30,30-PatPS_171_18_5_4_3_2_3,171,TI,H,22.91,23,1.183,11_16_0_0
30,30-PatPS_172_18_6_2_2_2_1,172,TI,L,47.280003,55.48,2.418,17_9
30,30-PatPS_173_18_6_4_3_2_3,173,TI,H,31.899998,31.9,1.196,7_12_21_26
30,30-PatPS_174_18_7_2_2_2_1,174,TI,L,38.7,38.7,1.099,18_27
30,30-PatPS_175_18_7_4_3_2_3,175,TI,H,20.650002,24.43,1.011,15_16_25_27
30,30-PatPS_176_18_8_2_2_2_1,176,TI,L,42.36,44.15,1.07,13_20
30,30-PatPS_177_18_8_4_3_2_3,177,TI,H,21.789999,21.79,1.092,1_0_0_22
30,30-PatPS_178_18_9_2_2_2_1,178,TI,L,39.539997,39.54,1.098,24_17
30,30-PatPS_179_18_9_4_3_2_3,179,TI,H,17.55,24.23,1.582,24_0_17_29
30,30-PatPS_180_19_1_2_2_2_1,180,TI,L,32.11,34.57,1.581,6_11
30,30-PatPS_181_19_1_4_3_2_3,181,TI,H,22.68,22.68,0.687,6_11_18_14
30,30-PatPS_182_19_10_2_2_2_1,182,TI,L,40.19,43.62,1.309,10_29
30,30-PatPS_183_19_10_4_3_2_3,183,TI,H,28.32,29.38,1.67,13_28_14_24
30,30-PatPS_184_19_2_2_2_2_1,184,TI,L,41.649998,47,1.932,2_27
30,30-PatPS_185_19_2_4_3_2_3,185,TI,H,30.27,30.27,1.125,6_10_12_20
30,30-PatPS_186_19_3_2_2_2_1,186,TI,L,61.919994,61.92,1.468,22_18
30,30-PatPS_187_19_3_4_3_2_3,187,TI,H,36.010002,36.01,1.791,5_18_25_13
30,30-PatPS_188_19_4_2_2_2_1,188,TI,L,33.57,38.52,1.863,22_8
30,30-PatPS_189_19_4_4_3_2_3,189,TI,H,24.58,25.89,1.202,21_17_28_25
30,30-PatPS_190_19_5_2_2_2_1,190,TI,L,33.99,36.34,1.01,8_30
